學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
1016,銘傳大學,02322002,應用中國文學系,N 職,M 碩士,1,8,1,5,-,7,-,3,-,1,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,03122004,國際事務碩士學位學程(外國學生專班),D 日,M 碩士,1,5,3,3,-,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,03122005,國際事務與外交學士學位學程,D 日,B 學士,-,3,5,12,2,16,6,16,-,-,-,-,-,-,2,2,30 臺北市,1 一般
1016,銘傳大學,03131054,諮商與工商心理學系,D 日,M 碩士,4,12,5,8,4,7,2,10,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,03131054,諮商與工商心理學系,D 日,B 學士,22,45,21,48,20,50,20,53,-,-,-,-,-,-,9,9,30 臺北市,1 一般
1016,銘傳大學,03212046,新聞學系,D 日,B 學士,20,51,20,51,25,57,21,48,-,-,-,-,-,-,9,21,30 臺北市,1 一般
1016,銘傳大學,03212063,新聞與大眾傳播學士學位學程,D 日,B 學士,10,10,10,14,7,20,5,25,-,-,-,-,-,-,2,1,30 臺北市,1 一般
1016,銘傳大學,03213047,廣播電視學系,D 日,B 學士,25,65,20,47,27,59,31,53,-,-,-,-,-,-,4,17,30 臺北市,1 一般
1016,銘傳大學,03213064,新媒體暨傳播管理學系,D 日,M 碩士,4,9,5,4,-,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,03213064,新媒體暨傳播管理學系,D 日,B 學士,26,49,6,66,17,52,26,48,-,-,-,-,-,-,16,10,30 臺北市,1 一般
1016,銘傳大學,03213064,新媒體暨傳播管理學系,N 職,M 碩士,6,7,3,8,2,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,03214064,新媒體暨傳播管理碩士學位學程,D 日,M 碩士,1,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,04111032,會計學系,D 日,M 碩士,10,6,4,9,4,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,04111032,會計學系,D 日,B 學士,49,157,63,139,61,133,54,143,-,-,-,-,-,-,25,20,30 臺北市,1 一般
1016,銘傳大學,04111032,會計學系,N 職,M 碩士,1,1,-,-,-,-,-,2,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,04121020,財務金融學系,D 日,M 碩士,8,7,7,6,-,-,1,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,04121020,財務金融學系,D 日,B 學士,86,123,92,120,97,121,85,132,-,-,-,-,-,-,43,13,30 臺北市,1 一般
1016,銘傳大學,04121020,財務金融學系,N 職,M 碩士,9,10,6,8,1,-,-,1,1,-,-,1,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,04121059,經濟與金融學系,D 日,M 碩士,2,3,1,1,-,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,04121059,經濟與金融學系,D 日,B 學士,54,63,68,51,37,55,44,59,-,-,-,-,-,-,19,6,30 臺北市,1 一般
1016,銘傳大學,04121059,經濟與金融學系,N 職,M 碩士,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,04123056,風險管理與保險學系,D 日,M 碩士,5,3,3,3,-,2,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,04123056,風險管理與保險學系,D 日,B 學士,76,74,58,93,70,75,73,74,-,-,-,-,-,-,39,13,30 臺北市,1 一般
1016,銘傳大學,04123056,風險管理與保險學系,N 職,M 碩士,3,10,6,5,1,2,1,1,-,-,-,2,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,04131017,國際企業與貿易學士學位學程,D 日,B 學士,29,46,19,28,23,41,34,81,-,-,-,-,-,-,15,8,30 臺北市,1 一般
1016,銘傳大學,04131036,企業管理學系,D 日,D 博士,1,6,2,4,2,1,2,1,4,2,1,2,4,2,-,-,30 臺北市,1 一般
1016,銘傳大學,04131036,企業管理學系,D 日,M 碩士,11,17,10,18,1,4,1,2,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,04131036,企業管理學系,D 日,B 學士,78,136,79,119,84,136,91,123,-,-,-,-,-,-,30,24,30 臺北市,1 一般
1016,銘傳大學,04131036,企業管理學系,N 職,M 碩士,11,12,14,9,1,-,1,1,1,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,04131061,國際企業學系,D 日,M 碩士,5,11,13,14,-,2,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,04131061,國際企業學系,D 日,B 學士,63,151,65,142,58,148,59,157,-,-,-,-,-,-,22,19,30 臺北市,1 一般
1016,銘傳大學,04131061,國際企業學系,N 職,M 碩士,13,17,4,13,3,2,-,1,3,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,04133022,醫療資訊與管理學系健康產業管理碩士班,D 日,M 碩士,3,5,1,-,-,1,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,04133022,醫療資訊與管理學系,D 日,B 學士,22,92,25,90,38,65,36,67,-,-,-,-,-,-,5,5,30 臺北市,1 一般
1016,銘傳大學,04134006,公共事務學系,D 日,M 碩士,-,1,2,1,-,-,-,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,04134006,公共事務學系,D 日,B 學士,19,42,17,45,14,52,22,36,-,-,-,-,-,-,11,4,30 臺北市,1 一般
1016,銘傳大學,04134006,公共事務學系,N 職,M 碩士,15,10,6,13,2,-,-,2,3,1,1,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,04142054,諮商與工商心理學系,N 職,M 碩士,1,13,2,8,3,4,4,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,04143015,廣告暨策略行銷學系,D 日,B 學士,21,59,16,60,23,68,11,57,-,-,-,-,-,-,11,23,30 臺北市,1 一般
1016,銘傳大學,04199027,時尚創意管理學士學位學程,D 日,B 學士,-,4,2,6,-,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,04199071,高階經理碩士學程在職專班,N 職,M 碩士,5,9,2,9,1,-,1,1,-,-,1,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,04211039,法律學系,D 日,M 碩士,8,7,6,8,6,6,9,3,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,04211039,法律學系,D 日,B 學士,27,67,44,58,24,79,34,65,-,-,-,-,-,-,7,12,30 臺北市,1 一般
1016,銘傳大學,04211039,法律學系,N 職,M 碩士,11,8,12,7,6,3,4,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,04212024,財金法律學系,D 日,M 碩士,1,7,3,7,6,7,1,2,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,04212024,財金法律學系,D 日,B 學士,19,33,17,30,22,38,14,29,-,-,-,-,-,-,7,1,30 臺北市,1 一般
1016,銘傳大學,05121009,生物科技學系,D 日,M 碩士,2,2,2,3,7,1,1,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,05121009,生物科技學系,D 日,B 學士,56,55,57,53,64,49,64,47,-,-,-,-,-,-,21,8,30 臺北市,1 一般
1016,銘傳大學,05421079,應用統計與資料科學學系,D 日,M 碩士,2,6,4,5,2,-,1,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,05421079,應用統計與資料科學學系,D 日,B 學士,60,59,64,56,50,48,43,41,-,-,-,-,-,-,9,10,30 臺北市,1 一般
1016,銘傳大學,06131045,資訊管理學系,D 日,M 碩士,7,4,2,-,-,-,1,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,06131045,資訊管理學系,D 日,B 學士,97,82,90,77,102,58,87,82,-,-,-,-,-,-,21,7,30 臺北市,1 一般
1016,銘傳大學,06131045,資訊管理學系,N 職,M 碩士,2,2,10,5,3,1,7,-,2,-,4,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,06133078,資訊傳播工程學系,D 日,M 碩士,7,-,7,5,1,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,06133078,資訊傳播工程學系,D 日,B 學士,68,44,60,43,62,40,59,38,-,-,-,-,-,-,10,5,30 臺北市,1 一般
1016,銘傳大學,06134068,資訊科技應用學士學位學程,D 日,B 學士,5,3,8,5,7,4,11,6,-,-,-,-,-,-,3,-,30 臺北市,1 一般
1016,銘傳大學,07141025,電子工程學系,D 日,M 碩士,2,1,3,-,1,-,1,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,07141025,電子工程學系,D 日,B 學士,95,19,79,15,75,17,68,11,-,-,-,-,-,-,22,2,30 臺北市,1 一般
1016,銘傳大學,07141029,資訊工程學系,D 日,M 碩士,7,2,11,1,3,-,3,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,07141029,資訊工程學系,D 日,B 學士,100,15,92,22,63,22,88,16,-,-,-,-,-,-,21,5,30 臺北市,1 一般
1016,銘傳大學,07141050,電腦與通訊工程學系,D 日,M 碩士,4,5,1,1,2,1,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,07141050,電腦與通訊工程學系,D 日,B 學士,93,18,97,21,76,20,60,23,-,-,-,-,-,-,11,1,30 臺北市,1 一般
1016,銘傳大學,07141C01,資訊網路系統產業碩士專班,D 日,M 碩士,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,07193043,生物醫學工程學系,D 日,B 學士,17,37,22,32,28,21,27,28,-,-,-,-,-,-,6,-,30 臺北市,1 一般
1016,銘傳大學,07311026,建築學系,D 日,M 碩士,3,-,2,-,1,-,2,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,07311026,建築學系,D 日,B 學士,31,30,22,34,36,25,36,20,28,26,-,-,-,-,9,10,30 臺北市,1 一般
1016,銘傳大學,07313048,都市規劃與防災學系,D 日,M 碩士,4,5,3,4,-,1,4,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,07313048,都市規劃與防災學系,D 日,B 學士,20,38,26,31,24,23,22,26,-,-,-,-,-,-,3,5,30 臺北市,1 一般
1016,銘傳大學,07313048,都市規劃與防災學系,N 職,M 碩士,6,4,5,7,5,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,10131044,餐旅管理學系,D 日,B 學士,26,63,27,38,28,58,16,57,-,-,-,-,-,-,3,7,30 臺北市,1 一般
1016,銘傳大學,10151008,旅遊與觀光學士學位學程,D 日,B 學士,3,1,5,17,5,11,6,19,-,-,-,-,-,-,1,2,30 臺北市,1 一般
1016,銘傳大學,10151033,觀光事業學系,D 日,M 碩士,2,3,2,4,-,3,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,10151033,觀光事業學系,D 日,B 學士,18,59,16,53,10,61,5,61,-,-,-,-,-,-,1,2,30 臺北市,1 一般
1016,銘傳大學,10151033,觀光事業學系,N 職,M 碩士,19,15,10,14,1,1,-,-,2,-,1,1,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,10152076,休閒遊憩管理學系,D 日,B 學士,25,42,23,46,32,52,22,36,-,-,-,-,-,-,8,15,30 臺北市,1 一般
1016,銘傳大學,10321088,犯罪防治學系,D 日,M 碩士,2,3,1,4,-,1,1,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,10321088,犯罪防治學系,D 日,B 學士,39,57,31,65,39,66,30,66,-,-,-,-,-,-,9,7,30 臺北市,1 一般
1016,銘傳大學,10321088,犯罪防治學系兩岸與犯罪防治碩士在職專班,N 職,M 碩士,17,3,14,2,2,2,5,-,-,1,3,1,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,02112012,媒體傳達設計學系,D 日,M 碩士,6,6,3,5,2,3,5,4,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,02112012,媒體傳達設計學系,D 日,B 學士,28,65,35,53,33,56,26,51,-,-,-,-,-,-,18,19,30 臺北市,1 一般
1017,實踐大學,02112012,媒體傳達設計學系,N 職,M 碩士,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,02112013,電腦動畫學士學位學程,D 日,B 學士,16,29,21,24,-,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,02112039,資訊模擬與設計學系,D 日,B 學士,44,39,46,55,51,58,46,47,-,-,-,-,-,-,8,2,30 臺北市,1 一般
1017,實踐大學,02122009,時尚設計學系,D 日,B 學士,28,133,19,98,25,89,10,84,-,-,-,-,-,-,5,23,30 臺北市,1 一般
1017,實踐大學,02123014,工業產品設計學系,D 日,M 碩士,14,2,14,7,13,4,17,7,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,02123014,工業產品設計學系,D 日,B 學士,23,41,23,37,35,26,24,34,-,-,-,-,-,-,20,17,30 臺北市,1 一般
1017,實踐大學,02123014,工業產品設計學系,N 職,M 碩士,3,2,3,2,2,1,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,02123014,工業產品設計學系三年班,N 職,M 碩士,-,-,-,-,-,-,2,2,5,1,-,-,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,02125051,服裝設計學系,D 日,M 碩士,3,10,4,4,4,4,2,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,02125051,服裝設計學系,D 日,B 學士,12,127,15,116,20,112,25,90,-,-,-,-,-,-,8,31,30 臺北市,1 一般
1017,實踐大學,02125051,服裝設計學系,N 職,M 碩士,2,8,2,6,1,4,-,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,02125051,服裝設計學系三年班,N 職,M 碩士,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,02125051,服裝設計學系,P 進,B 學士,25,72,21,74,20,71,17,59,-,-,-,-,-,-,8,26,30 臺北市,1 一般
1017,實踐大學,02125053,服飾設計與經營學系,D 日,B 學士,25,118,22,136,20,123,16,129,-,-,-,-,-,-,1,6,30 臺北市,1 一般
1017,實踐大學,02125053,服飾設計與經營學系,P 進,B 學士,6,22,5,30,8,25,5,27,-,-,-,-,-,-,1,11,30 臺北市,1 一般
1017,實踐大學,02151001,音樂學系,D 日,M 碩士,2,8,2,6,1,5,-,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,02151001,音樂學系,D 日,B 學士,17,29,12,35,17,25,17,23,-,-,-,-,-,-,6,14,30 臺北市,1 一般
1017,實踐大學,02299007,文化與創意學院學士班,D 日,B 學士,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,30 臺北市,1 一般
1017,實踐大學,02311004,應用外語學系英語溝通碩士班,D 日,M 碩士,2,6,2,3,1,2,-,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,02311004,應用外語學系,D 日,B 學士,17,83,28,76,22,78,25,83,-,-,-,-,-,-,9,15,30 臺北市,1 一般
1017,實踐大學,02311004,應用外語學系,P 進,B 學士,17,41,16,35,15,41,8,33,-,-,-,-,-,-,5,11,30 臺北市,1 一般
1017,實踐大學,02311005,應用英語學系,D 日,B 學士,13,46,23,56,25,56,29,56,-,-,-,-,-,-,5,5,30 臺北市,1 一般
1017,實踐大學,02311006,應用日文學系,D 日,B 學士,30,70,37,52,31,50,28,50,-,-,-,-,-,-,10,13,30 臺北市,1 一般
1017,實踐大學,02322002,應用中文學系,D 日,B 學士,16,22,9,31,9,27,17,24,-,-,-,-,-,-,1,2,30 臺北市,1 一般
1017,實踐大學,04111019,會計學系,D 日,B 學士,38,66,22,82,39,69,28,75,-,-,-,-,-,-,9,8,30 臺北市,1 一般
1017,實踐大學,04111019,會計學系,P 進,B 學士,4,4,6,9,4,16,4,12,-,-,-,-,-,-,4,4,30 臺北市,1 一般
1017,實踐大學,04111020,會計暨稅務學系,D 日,B 學士,17,30,22,39,28,66,25,62,-,-,-,-,-,-,2,12,30 臺北市,1 一般
1017,實踐大學,04121029,財務金融學系,D 日,M 碩士,4,1,7,2,1,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,04121029,財務金融學系,D 日,B 學士,44,64,33,84,39,74,48,69,-,-,-,-,-,-,4,3,30 臺北市,1 一般
1017,實踐大學,04121029,財務金融學系,P 進,B 學士,17,10,18,22,19,28,26,20,-,-,-,-,-,-,2,6,30 臺北市,1 一般
1017,實踐大學,04121032,金融管理學系,D 日,B 學士,36,15,39,41,43,33,51,50,-,-,-,-,-,-,3,1,30 臺北市,1 一般
1017,實踐大學,04123033,風險管理與保險學系,D 日,B 學士,40,64,33,77,42,62,41,54,-,-,-,-,-,-,12,10,30 臺北市,1 一般
1017,實踐大學,04123033,風險管理與保險學系,P 進,B 學士,10,4,8,7,16,11,8,12,-,-,-,-,-,-,3,6,30 臺北市,1 一般
1017,實踐大學,04131021,企業管理學系,D 日,M 碩士,3,5,5,2,3,-,1,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,04131021,企業管理學系,D 日,B 學士,31,74,37,67,50,81,58,97,-,-,-,-,-,-,9,9,30 臺北市,1 一般
1017,實踐大學,04131021,企業管理學系,N 職,M 碩士,15,12,17,12,3,-,3,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,04131021,企業管理學系,P 進,B 學士,21,41,19,42,26,40,18,35,-,-,-,-,-,-,1,2,30 臺北市,1 一般
1017,實踐大學,04131022,國際企業管理學系,D 日,B 學士,18,26,37,34,41,42,38,45,-,-,-,-,-,-,17,5,30 臺北市,1 一般
1017,實踐大學,04131022,國際企業管理學系,P 進,B 學士,-,3,2,5,11,18,4,6,-,-,-,-,-,-,-,1,30 臺北市,1 一般
1017,實踐大學,04131023,管理學院國際企業英語碩士學位學程,D 日,M 碩士,1,3,-,2,1,2,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,04131023,管理學院國際企業英語學士學位學程,D 日,B 學士,21,30,16,29,12,38,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,04141026,國際貿易學系,D 日,B 學士,22,29,21,42,31,36,27,46,-,-,-,-,-,-,6,1,30 臺北市,1 一般
1017,實踐大學,04141028,國際經營與貿易學系,D 日,B 學士,27,80,37,76,29,85,26,92,-,-,-,-,-,-,5,7,30 臺北市,1 一般
1017,實踐大學,04141028,國際經營與貿易學系,P 進,B 學士,13,16,18,27,21,34,20,27,-,-,-,-,-,-,9,8,30 臺北市,1 一般
1017,實踐大學,04143035,行銷管理學系,D 日,B 學士,20,29,29,45,39,44,42,54,-,-,-,-,-,-,3,6,30 臺北市,1 一般
1017,實踐大學,04199036,管理學院創意產業博士班,D 日,D 博士,3,3,2,4,4,2,-,2,2,-,-,2,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,05191043,食品營養與保健生技學系,D 日,M 碩士,2,5,1,9,2,2,3,1,1,-,-,-,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,05191043,食品營養與保健生技學系,D 日,B 學士,27,94,24,91,26,95,19,103,-,-,-,-,-,-,3,11,30 臺北市,1 一般
1017,實踐大學,05191043,食品營養與保健生技學系,N 修,C 二技,-,-,-,-,12,50,7,41,-,-,-,-,-,-,2,14,30 臺北市,2 技職
1017,實踐大學,06131037,資訊科技與管理學系,D 日,M 碩士,3,6,2,3,2,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,06131037,資訊科技與管理學系,D 日,B 學士,49,50,61,48,59,45,35,52,-,-,-,-,-,-,9,6,30 臺北市,1 一般
1017,實踐大學,06131037,資訊科技與管理學系,N 職,M 碩士,1,2,3,-,1,1,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,06131038,資訊管理學系,D 日,B 學士,36,17,45,19,43,12,45,20,-,-,-,-,-,-,7,2,30 臺北市,1 一般
1017,實踐大學,06131040,資訊科技與通訊學系,D 日,B 學士,43,19,46,11,59,16,57,17,-,-,-,-,-,-,3,-,30 臺北市,1 一般
1017,實踐大學,07311041,建築設計學系,D 日,M 碩士,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,07311041,建築設計學系三年班,D 日,M 碩士,3,-,2,4,1,1,2,3,-,1,-,-,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,07311041,建築設計學系,D 日,B 學士,23,28,19,25,18,30,16,20,10,28,-,-,-,-,13,10,30 臺北市,1 一般
1017,實踐大學,09221045,家庭研究與兒童發展學系家庭諮商與輔導碩士班,D 日,M 碩士,-,11,3,7,2,4,4,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,09221045,家庭研究與兒童發展學系,D 日,B 學士,4,53,1,68,5,57,5,58,-,-,-,-,-,-,2,11,30 臺北市,1 一般
1017,實踐大學,09221045,家庭研究與兒童發展學系高齡家庭服務事業碩士在職專班,N 職,M 碩士,-,11,3,6,4,8,2,7,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,09221045,家庭研究與兒童發展學系,P 進,B 學士,4,28,3,40,2,40,1,40,-,-,-,-,-,-,4,15,30 臺北市,1 一般
1017,實踐大學,09231044,社會工作學系,D 日,M 碩士,-,3,-,5,-,4,1,4,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,09231044,社會工作學系,D 日,B 學士,18,90,17,88,24,78,16,99,-,-,-,-,-,-,4,13,30 臺北市,1 一般
1017,實踐大學,09231044,社會工作學系,P 進,B 學士,8,22,15,27,11,24,10,24,-,-,-,-,-,-,3,3,30 臺北市,1 一般
1017,實踐大學,10131046,餐飲管理學系餐飲產業創新碩士班,D 日,M 碩士,3,2,1,3,1,-,-,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,10131046,餐飲管理學系,D 日,B 學士,24,39,15,53,21,43,16,47,-,-,-,-,-,-,5,7,30 臺北市,1 一般
1017,實踐大學,10131046,餐飲管理學系,P 進,B 學士,24,29,12,43,14,33,21,21,-,-,-,-,-,-,3,5,30 臺北市,1 一般
1017,實踐大學,10151047,觀光管理學系,D 日,B 學士,44,85,42,112,46,117,51,127,-,-,-,-,-,-,6,10,30 臺北市,1 一般
1017,實踐大學,10151047,觀光管理學系,P 進,B 學士,2,2,6,4,2,5,5,11,-,-,-,-,-,-,-,1,30 臺北市,1 一般
1017,實踐大學,10152049,休閒產業管理學系,D 日,B 學士,25,23,18,27,21,26,20,30,-,-,-,-,-,-,3,7,30 臺北市,1 一般
1017,實踐大學,10152049,休閒產業管理學系原住民專班,D 日,B 學士,4,4,3,7,8,5,8,4,-,-,-,-,-,-,8,9,30 臺北市,1 一般
1018,朝陽科技大學,02112003,視覺傳達設計系,D 日,M 碩士,2,7,7,8,2,12,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,02112003,視覺傳達設計系,D 日,B 四技,33,108,42,107,24,116,28,110,-,-,-,-,-,-,5,10,06 臺中市,2 技職
1018,朝陽科技大學,02112003,視覺傳達設計系,D 日,C 二技,-,-,-,-,2,1,-,2,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,02112003,視覺傳達設計系(陸生二技),D 日,C 二技,-,-,-,-,3,6,3,3,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,02112003,視覺傳達設計系,N 修,B 四技,17,38,16,31,9,32,17,31,-,-,-,-,-,-,16,13,06 臺中市,2 技職
1018,朝陽科技大學,02123004,工業設計系,D 日,M 碩士,4,2,7,4,4,5,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,02123004,工業設計系,D 日,B 四技,58,55,59,72,45,69,49,60,-,-,-,-,-,-,19,19,06 臺中市,2 技職
1018,朝陽科技大學,02123004,工業設計系(陸生二技),D 日,C 二技,-,-,-,-,-,2,-,1,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,02123004,工業設計系,N 職,M 碩士,3,1,2,3,7,5,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,02123004,工業設計系,N 修,B 四技,40,28,37,21,23,17,18,13,-,-,-,-,-,-,6,9,06 臺中市,2 技職
1018,朝陽科技大學,02199C03,視覺傳達設計系,D 日,M 碩士,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,02311001,應用英語系,D 日,M 碩士,3,6,4,6,4,12,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,02311001,應用英語系,D 日,B 四技,23,89,24,96,24,89,23,97,-,-,-,-,-,-,9,16,06 臺中市,2 技職
1018,朝陽科技大學,02311001,應用英語系(陸生二技),D 日,C 二技,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,02311001,應用英語系,N 修,B 四技,22,30,20,22,12,22,9,35,-,-,-,-,-,-,9,16,06 臺中市,2 技職
1018,朝陽科技大學,03211006,傳播藝術系,D 日,B 四技,35,83,44,99,44,113,40,103,-,-,-,-,-,-,13,15,06 臺中市,2 技職
1018,朝陽科技大學,03211006,傳播藝術系,D 日,C 二技,-,-,-,-,4,-,4,2,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,03211006,傳播藝術系(陸生二技),D 日,C 二技,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,03211006,傳播藝術系,N 修,B 四技,19,36,14,28,16,23,15,28,-,-,-,-,-,-,3,8,06 臺中市,2 技職
1018,朝陽科技大學,04111007,會計系,D 日,M 碩士,3,9,-,-,1,-,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,04111007,會計系,D 日,B 四技,53,110,57,109,42,116,44,106,-,-,-,-,-,-,23,14,06 臺中市,2 技職
1018,朝陽科技大學,04111007,會計系(陸生二技),D 日,C 二技,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,04121010,財務金融系,D 日,M 碩士,11,5,1,3,2,-,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,04121010,財務金融系,D 日,B 四技,45,121,53,123,37,136,38,129,-,-,-,-,-,-,4,5,06 臺中市,2 技職
1018,朝陽科技大學,04121010,財務金融系(陸生二技),D 日,C 二技,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,04121010,財務金融系,N 職,M 碩士,3,7,4,5,-,1,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,04121010,財務金融系,N 修,B 四技,-,-,-,-,8,15,13,15,-,-,-,-,-,-,6,2,06 臺中市,2 技職
1018,朝陽科技大學,04123011,保險金融管理系,D 日,M 碩士,3,10,1,2,-,2,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
